location	n	sample
110948772	1	ERR753369_chr5
110948785	1	ERR753369_chr5
110948792	1	ERR753369_chr5
110948953	1	ERR753369_chr5
110948966	1	ERR753369_chr5
111155835	1	ERR753369_chr5
111156014	1	ERR753369_chr5
111343959	8	ERR753369_chr5
111376793	9	ERR753369_chr5
111394859	11	ERR753369_chr5
111449124	7	ERR753369_chr5
111678161	4	ERR753369_chr5
111731123	27	ERR753369_chr5
111735600	27	ERR753369_chr5
112144053	2	ERR753369_chr5
112161661	14	ERR753369_chr5
112168782	7	ERR753369_chr5
112170372	5	ERR753369_chr5
112184043	4	ERR753369_chr5
112184207	4	ERR753369_chr5
112194587	6	ERR753369_chr5
112195690	6	ERR753369_chr5
112280229	4	ERR753369_chr5
112827157	8	ERR753369_chr5
112828864	8	ERR753369_chr5
112840073	7	ERR753369_chr5
112840628	7	ERR753369_chr5
112840862	7	ERR753369_chr5
112841059	7	ERR753369_chr5
112841474	7	ERR753369_chr5
112861252	13	ERR753369_chr5
112992680	6	ERR753369_chr5
113013373	4	ERR753369_chr5
113043592	6	ERR753369_chr5
113049105	5	ERR753369_chr5
113064094	6	ERR753369_chr5
113143307	6	ERR753369_chr5
113151440	6	ERR753369_chr5
113340494	2	ERR753369_chr5
113548500	3	ERR753369_chr5
113549031	3	ERR753369_chr5
113563876	3	ERR753369_chr5
113565797	3	ERR753369_chr5
113591989	4	ERR753369_chr5
113593316	3	ERR753369_chr5
114362847	5	ERR753369_chr5
115126658	3	ERR753369_chr5
115126892	3	ERR753369_chr5
115840892	17	ERR753369_chr5
115903019	5	ERR753369_chr5
116005914	5	ERR753369_chr5
116015453	7	ERR753369_chr5
116015801	7	ERR753369_chr5
116052233	4	ERR753369_chr5
116058929	3	ERR753369_chr5
116092637	5	ERR753369_chr5
116134076	5	ERR753369_chr5
116475524	11	ERR753369_chr5
116491660	12	ERR753369_chr5
116491711	12	ERR753369_chr5
116495396	11	ERR753369_chr5
116496177	11	ERR753369_chr5
116496360	10	ERR753369_chr5
116504832	7	ERR753369_chr5
117993357	6	ERR753369_chr5
118841147	4	ERR753369_chr5
119149109	3	ERR753369_chr5
119196339	4	ERR753369_chr5
119220655	5	ERR753369_chr5
119393258	7	ERR753369_chr5
119477545	39	ERR753369_chr5
119477621	39	ERR753369_chr5
119634265	6	ERR753369_chr5
119635075	6	ERR753369_chr5
119680495	1	ERR753369_chr5
120686124	5	ERR753369_chr5
121994528	1	ERR753369_chr5
122425483	16	ERR753369_chr5
122676575	3	ERR753369_chr5
122676659	3	ERR753369_chr5
122965384	11	ERR753369_chr5
123346654	20	ERR753369_chr5
123403727	21	ERR753369_chr5
123422574	18	ERR753369_chr5
124649070	8	ERR753369_chr5
126360448	4	ERR753369_chr5
127171892	2	ERR753369_chr5
127512000	1	ERR753369_chr5
128261826	3	ERR753369_chr5
128287291	3	ERR753369_chr5
128442304	7	ERR753369_chr5
129105426	2	ERR753369_chr5
129908440	8	ERR753369_chr5
130185433	2	ERR753369_chr5
131430969	9	ERR753369_chr5
131495672	10	ERR753369_chr5
131532040	12	ERR753369_chr5
131647075	3	ERR753369_chr5
131670389	3	ERR753369_chr5
131670663	3	ERR753369_chr5
131672501	4	ERR753369_chr5
131730884	4	ERR753369_chr5
131731032	4	ERR753369_chr5
131976634	25	ERR753369_chr5
131986801	28	ERR753369_chr5
131988426	29	ERR753369_chr5
131990195	30	ERR753369_chr5
132194748	12	ERR753369_chr5
132210587	13	ERR753369_chr5
132217736	17	ERR753369_chr5
132266473	11	ERR753369_chr5
132271607	12	ERR753369_chr5
132271709	12	ERR753369_chr5
132295159	5	ERR753369_chr5
132327369	5	ERR753369_chr5
132334853	5	ERR753369_chr5
132340627	4	ERR753369_chr5
132365587	22	ERR753369_chr5
132460806	8	ERR753369_chr5
132460881	8	ERR753369_chr5
132556665	14	ERR753369_chr5
132557287	13	ERR753369_chr5
132660272	8	ERR753369_chr5
132674018	4	ERR753369_chr5
132682440	4	ERR753369_chr5
132682477	4	ERR753369_chr5
132700560	11	ERR753369_chr5
132702507	11	ERR753369_chr5
132710898	6	ERR753369_chr5
132711097	6	ERR753369_chr5
132862408	14	ERR753369_chr5
132899010	7	ERR753369_chr5
133000259	10	ERR753369_chr5
133073382	2	ERR753369_chr5
133097357	2	ERR753369_chr5
133316589	6	ERR753369_chr5
134201747	12	ERR753369_chr5
134201788	12	ERR753369_chr5
134225898	12	ERR753369_chr5
134564421	16	ERR753369_chr5
134573785	13	ERR753369_chr5
134698087	3	ERR753369_chr5
135446724	3	ERR753369_chr5
135446760	3	ERR753369_chr5
135650507	6	ERR753369_chr5
135850386	9	ERR753369_chr5
135852525	9	ERR753369_chr5
135940625	10	ERR753369_chr5
135941012	10	ERR753369_chr5
135941125	10	ERR753369_chr5
135941158	10	ERR753369_chr5
135951340	7	ERR753369_chr5
136049627	10	ERR753369_chr5
136052974	10	ERR753369_chr5
136055637	12	ERR753369_chr5
136055685	12	ERR753369_chr5
136225445	8	ERR753369_chr5
136356887	6	ERR753369_chr5
137639998	7	ERR753369_chr5
137906167	6	ERR753369_chr5
137908828	6	ERR753369_chr5
137923490	4	ERR753369_chr5
137946019	6	ERR753369_chr5
137960134	4	ERR753369_chr5
138006900	5	ERR753369_chr5
138011809	6	ERR753369_chr5
138036518	14	ERR753369_chr5
138084687	4	ERR753369_chr5
138090758	4	ERR753369_chr5
138140727	5	ERR753369_chr5
138170745	20	ERR753369_chr5
138329634	11	ERR753369_chr5
138381576	4	ERR753369_chr5
138444647	10	ERR753369_chr5
138510466	8	ERR753369_chr5
138782249	13	ERR753369_chr5
138812250	13	ERR753369_chr5
138930857	9	ERR753369_chr5
139384419	15	ERR753369_chr5
139392844	16	ERR753369_chr5
139394718	13	ERR753369_chr5
139439363	9	ERR753369_chr5
139472784	18	ERR753369_chr5
140361785	8	ERR753369_chr5
140557395	25	ERR753369_chr5
140560648	31	ERR753369_chr5
140561643	31	ERR753369_chr5
140657687	9	ERR753369_chr5
140668682	18	ERR753369_chr5
140669122	31	ERR753369_chr5
140695889	48	ERR753369_chr5
140698114	23	ERR753369_chr5
140802149	17	ERR753369_chr5
140802307	16	ERR753369_chr5
140803473	15	ERR753369_chr5
140807737	15	ERR753369_chr5
140821835	15	ERR753369_chr5
140876207	25	ERR753369_chr5
140927699	25	ERR753369_chr5
140967468	26	ERR753369_chr5
141101254	14	ERR753369_chr5
141235300	7	ERR753369_chr5
141331138	7	ERR753369_chr5
141344597	7	ERR753369_chr5
141360307	12	ERR753369_chr5
141360666	12	ERR753369_chr5
141361351	11	ERR753369_chr5
141371687	13	ERR753369_chr5
141576210	6	ERR753369_chr5
141626120	17	ERR753369_chr5
141636721	22	ERR753369_chr5
141640263	19	ERR753369_chr5
141669840	9	ERR753369_chr5
141680082	6	ERR753369_chr5
141680301	6	ERR753369_chr5
141945684	3	ERR753369_chr5
141955933	7	ERR753369_chr5
141957660	7	ERR753369_chr5
141984946	9	ERR753369_chr5
142153497	4	ERR753369_chr5
143013997	11	ERR753369_chr5
143041850	10	ERR753369_chr5
143679868	3	ERR753369_chr5
145764856	6	ERR753369_chr5
145817848	6	ERR753369_chr5
145819242	6	ERR753369_chr5
145873011	2	ERR753369_chr5
145997860	3	ERR753369_chr5
146013801	2	ERR753369_chr5
146060084	5	ERR753369_chr5
146062640	5	ERR753369_chr5
146130068	24	ERR753369_chr5
146143349	30	ERR753369_chr5
146458877	7	ERR753369_chr5
146510465	11	ERR753369_chr5
146650492	11	ERR753369_chr5
147054497	10	ERR753369_chr5
147239643	7	ERR753369_chr5
147278275	5	ERR753369_chr5
147342951	6	ERR753369_chr5
147348586	7	ERR753369_chr5
147348833	7	ERR753369_chr5
147591690	10	ERR753369_chr5
147906450	4	ERR753369_chr5
147906491	4	ERR753369_chr5
148097988	11	ERR753369_chr5
148099222	10	ERR753369_chr5
148100428	10	ERR753369_chr5
148100444	10	ERR753369_chr5
148100464	10	ERR753369_chr5
148101392	9	ERR753369_chr5
148101455	9	ERR753369_chr5
148101867	10	ERR753369_chr5
148107114	7	ERR753369_chr5
148107211	7	ERR753369_chr5
148108804	7	ERR753369_chr5
148118369	6	ERR753369_chr5
148118456	6	ERR753369_chr5
148118960	6	ERR753369_chr5
148119089	6	ERR753369_chr5
148120053	6	ERR753369_chr5
148120107	6	ERR753369_chr5
148125553	6	ERR753369_chr5
148125664	7	ERR753369_chr5
148131303	3	ERR753369_chr5
148137035	3	ERR753369_chr5
148213934	4	ERR753369_chr5
148323853	12	ERR753369_chr5
148402169	13	ERR753369_chr5
148409235	9	ERR753369_chr5
148423994	6	ERR753369_chr5
148425557	7	ERR753369_chr5
148433338	7	ERR753369_chr5
148476669	7	ERR753369_chr5
148476770	7	ERR753369_chr5
148476829	7	ERR753369_chr5
148476959	7	ERR753369_chr5
148662667	2	ERR753369_chr5
148827354	2	ERR753369_chr5
149028145	13	ERR753369_chr5
149028330	13	ERR753369_chr5
149183418	9	ERR753369_chr5
149199073	9	ERR753369_chr5
149230713	10	ERR753369_chr5
149299738	8	ERR753369_chr5
149379132	5	ERR753369_chr5
149618123	4	ERR753369_chr5
149620476	1	ERR753369_chr5
149621988	2	ERR753369_chr5
149817667	5	ERR753369_chr5
149897004	3	ERR753369_chr5
149903843	4	ERR753369_chr5
149981314	4	ERR753369_chr5
149981658	4	ERR753369_chr5
149995369	6	ERR753369_chr5
150000596	7	ERR753369_chr5
150026708	7	ERR753369_chr5
150041939	5	ERR753369_chr5
150047824	5	ERR753369_chr5
150051660	10	ERR753369_chr5
150051696	10	ERR753369_chr5
150056196	10	ERR753369_chr5
150057627	10	ERR753369_chr5
150120109	5	ERR753369_chr5
150203773	2	ERR753369_chr5
150205418	2	ERR753369_chr5
150205462	2	ERR753369_chr5
150223045	20	ERR753369_chr5
150265034	21	ERR753369_chr5
150298288	3	ERR753369_chr5
150672396	12	ERR753369_chr5
150932116	6	ERR753369_chr5
150932211	6	ERR753369_chr5
151027895	23	ERR753369_chr5
151050002	15	ERR753369_chr5
151105328	8	ERR753369_chr5
151140109	12	ERR753369_chr5
151185414	6	ERR753369_chr5
151185447	6	ERR753369_chr5
151186163	6	ERR753369_chr5
151186209	6	ERR753369_chr5
151259848	3	ERR753369_chr5
151267451	3	ERR753369_chr5
151458732	9	ERR753369_chr5
151464435	9	ERR753369_chr5
151469140	8	ERR753369_chr5
151476546	7	ERR753369_chr5
151507164	3	ERR753369_chr5
151507321	3	ERR753369_chr5
151521550	3	ERR753369_chr5
151521700	4	ERR753369_chr5
151521739	4	ERR753369_chr5
151543844	1	ERR753369_chr5
151545583	1	ERR753369_chr5
151563358	1	ERR753369_chr5
151563408	1	ERR753369_chr5
151563524	1	ERR753369_chr5
151565922	1	ERR753369_chr5
151566138	1	ERR753369_chr5
151566301	1	ERR753369_chr5
151566370	1	ERR753369_chr5
151566571	1	ERR753369_chr5
151566875	1	ERR753369_chr5
151567212	2	ERR753369_chr5
151567405	1	ERR753369_chr5
151568158	1	ERR753369_chr5
151669843	9	ERR753369_chr5
151673098	10	ERR753369_chr5
152392256	4	ERR753369_chr5
153992965	6	ERR753369_chr5
154033830	14	ERR753369_chr5
154049899	12	ERR753369_chr5
154053173	10	ERR753369_chr5
154053410	10	ERR753369_chr5
154329483	8	ERR753369_chr5
154356257	10	ERR753369_chr5
154404027	11	ERR753369_chr5
154814175	12	ERR753369_chr5
154889342	2	ERR753369_chr5
154891831	2	ERR753369_chr5
154892388	3	ERR753369_chr5
154899328	1	ERR753369_chr5
154902991	1	ERR753369_chr5
154907555	1	ERR753369_chr5
154911659	1	ERR753369_chr5
154911849	1	ERR753369_chr5
154921312	1	ERR753369_chr5
154921380	1	ERR753369_chr5
154927412	2	ERR753369_chr5
155015598	1	ERR753369_chr5
155015898	1	ERR753369_chr5
155016122	1	ERR753369_chr5
155492575	1	ERR753369_chr5
156329404	5	ERR753369_chr5
156344569	4	ERR753369_chr5
156344763	4	ERR753369_chr5
156393686	4	ERR753369_chr5
156393706	4	ERR753369_chr5
156851067	1	ERR753369_chr5
156949692	2	ERR753369_chr5
156963286	3	ERR753369_chr5
157037201	6	ERR753369_chr5
157052413	5	ERR753369_chr5
157052498	5	ERR753369_chr5
157052558	5	ERR753369_chr5
157055435	5	ERR753369_chr5
157055448	5	ERR753369_chr5
157104725	12	ERR753369_chr5
157326249	10	ERR753369_chr5
157334062	8	ERR753369_chr5
157343201	11	ERR753369_chr5
157384435	15	ERR753369_chr5
157472861	8	ERR753369_chr5
157509356	4	ERR753369_chr5
157519041	5	ERR753369_chr5
157737954	3	ERR753369_chr5
157986801	2	ERR753369_chr5
157987382	2	ERR753369_chr5
160078201	4	ERR753369_chr5
160238719	4	ERR753369_chr5
160422579	14	ERR753369_chr5
160617848	5	ERR753369_chr5
160670422	5	ERR753369_chr5
160670446	5	ERR753369_chr5
160670489	5	ERR753369_chr5
161685998	10	ERR753369_chr5
161687516	10	ERR753369_chr5
161689897	10	ERR753369_chr5
161692065	9	ERR753369_chr5
161692119	9	ERR753369_chr5
161701755	3	ERR753369_chr5
161895883	15	ERR753369_chr5
163475510	7	ERR753369_chr5
163513733	33	ERR753369_chr5
163517703	30	ERR753369_chr5
167755050	8	ERR753369_chr5
168139595	8	ERR753369_chr5
168149509	8	ERR753369_chr5
168218883	8	ERR753369_chr5
168247365	8	ERR753369_chr5
168530248	2	ERR753369_chr5
168748286	6	ERR753369_chr5
168752917	4	ERR753369_chr5
168753076	4	ERR753369_chr5
168823345	6	ERR753369_chr5
169594606	14	ERR753369_chr5
169601477	3	ERR753369_chr5
169604146	2	ERR753369_chr5
170008709	5	ERR753369_chr5
170027937	7	ERR753369_chr5
170034395	6	ERR753369_chr5
170034543	6	ERR753369_chr5
170108518	2	ERR753369_chr5
171183269	11	ERR753369_chr5
171774495	1	ERR753369_chr5
171790367	4	ERR753369_chr5
172045571	3	ERR753369_chr5
172200697	3	ERR753369_chr5
172255270	3	ERR753369_chr5
172333565	5	ERR753369_chr5
172358888	3	ERR753369_chr5
172769708	6	ERR753369_chr5
172867191	18	ERR753369_chr5
172909613	24	ERR753369_chr5
172968661	6	ERR753369_chr5
172969391	6	ERR753369_chr5
173889726	10	ERR753369_chr5
174725097	3	ERR753369_chr5
174729165	2	ERR753369_chr5
174926715	3	ERR753369_chr5
175441837	1	ERR753369_chr5
176290213	9	ERR753369_chr5
176345205	13	ERR753369_chr5
176347862	16	ERR753369_chr5
176486341	3	ERR753369_chr5
176529176	8	ERR753369_chr5
176529270	8	ERR753369_chr5
176575541	3	ERR753369_chr5
176575925	3	ERR753369_chr5
176577475	3	ERR753369_chr5
176578183	5	ERR753369_chr5
176578476	11	ERR753369_chr5
176584888	5	ERR753369_chr5
176597879	5	ERR753369_chr5
176598937	4	ERR753369_chr5
176629528	12	ERR753369_chr5
176654855	9	ERR753369_chr5
176656174	9	ERR753369_chr5
176656996	10	ERR753369_chr5
176877398	7	ERR753369_chr5
176878465	7	ERR753369_chr5
176881870	6	ERR753369_chr5
176882081	7	ERR753369_chr5
176889343	4	ERR753369_chr5
176906125	8	ERR753369_chr5
176907194	8	ERR753369_chr5
176951573	6	ERR753369_chr5
176975400	10	ERR753369_chr5
177211555	15	ERR753369_chr5
177273884	16	ERR753369_chr5
177294197	12	ERR753369_chr5
177306115	27	ERR753369_chr5
177306615	26	ERR753369_chr5
177310719	17	ERR753369_chr5
177404118	16	ERR753369_chr5
177409531	10	ERR753369_chr5
177440942	11	ERR753369_chr5
177458498	11	ERR753369_chr5
177467755	9	ERR753369_chr5
177489515	16	ERR753369_chr5
177503134	10	ERR753369_chr5
177509649	30	ERR753369_chr5
177511680	36	ERR753369_chr5
177512687	36	ERR753369_chr5
177512734	36	ERR753369_chr5
177513273	36	ERR753369_chr5
177513383	36	ERR753369_chr5
177513870	36	ERR753369_chr5
177523878	13	ERR753369_chr5
177524275	13	ERR753369_chr5
177536348	13	ERR753369_chr5
177592687	8	ERR753369_chr5
177604953	9	ERR753369_chr5
177604966	9	ERR753369_chr5
177608963	10	ERR753369_chr5
177609042	10	ERR753369_chr5
177626333	2	ERR753369_chr5
177631654	3	ERR753369_chr5
177753235	30	ERR753369_chr5
177995875	2	ERR753369_chr5
178120246	1	ERR753369_chr5
178147900	17	ERR753369_chr5
178185982	2	ERR753369_chr5
178186122	2	ERR753369_chr5
178186167	2	ERR753369_chr5
178229899	15	ERR753369_chr5
178613918	11	ERR753369_chr5
178713089	2	ERR753369_chr5
178883445	5	ERR753369_chr5
178910121	6	ERR753369_chr5
178922296	6	ERR753369_chr5
178932135	5	ERR753369_chr5
178964859	3	ERR753369_chr5
178974609	5	ERR753369_chr5
178974702	5	ERR753369_chr5
178980291	6	ERR753369_chr5
178983737	7	ERR753369_chr5
178983838	7	ERR753369_chr5
178984314	7	ERR753369_chr5
178985272	7	ERR753369_chr5
178986815	7	ERR753369_chr5
178986946	7	ERR753369_chr5
178989062	7	ERR753369_chr5
178989287	6	ERR753369_chr5
178992287	5	ERR753369_chr5
178998483	4	ERR753369_chr5
178998492	4	ERR753369_chr5
179207546	4	ERR753369_chr5
179207618	4	ERR753369_chr5
179343980	5	ERR753369_chr5
179524597	3	ERR753369_chr5
179594981	10	ERR753369_chr5
179616074	44	ERR753369_chr5
179642308	8	ERR753369_chr5
179642841	8	ERR753369_chr5
179644865	8	ERR753369_chr5
179644924	8	ERR753369_chr5
179644946	8	ERR753369_chr5
179644957	8	ERR753369_chr5
179651939	2	ERR753369_chr5
179705611	47	ERR753369_chr5
179726796	46	ERR753369_chr5
179766597	3	ERR753369_chr5
179774846	3	ERR753369_chr5
179784628	1	ERR753369_chr5
179791841	9	ERR753369_chr5
179800154	32	ERR753369_chr5
179833153	16	ERR753369_chr5
179837731	25	ERR753369_chr5
179853379	20	ERR753369_chr5
179860576	30	ERR753369_chr5
179860597	30	ERR753369_chr5
179863845	16	ERR753369_chr5
179978144	7	ERR753369_chr5
179980229	7	ERR753369_chr5
180102124	6	ERR753369_chr5
180136435	7	ERR753369_chr5
180138071	6	ERR753369_chr5
180240933	9	ERR753369_chr5
180259378	13	ERR753369_chr5
180301707	1	ERR753369_chr5
180302519	1	ERR753369_chr5
180569111	5	ERR753369_chr5
180614008	9	ERR753369_chr5
180739461	1	ERR753369_chr5
180791668	17	ERR753369_chr5
180791820	17	ERR753369_chr5
180791831	17	ERR753369_chr5
180792304	17	ERR753369_chr5
180849402	7	ERR753369_chr5
180851393	7	ERR753369_chr5
180982595	2	ERR753369_chr5
181045498	7	ERR753369_chr5
181045513	7	ERR753369_chr5
181055899	9	ERR753369_chr5
181059785	6	ERR753369_chr5
181114186	1	ERR753369_chr5
181155043	2	ERR753369_chr5
181155604	2	ERR753369_chr5
181198254	19	ERR753369_chr5
143082	4	ERR753370_chr5
155022	4	ERR753370_chr5
156065	3	ERR753370_chr5
169294	4	ERR753370_chr5
181545	3	ERR753370_chr5
181615	4	ERR753370_chr5
181647	4	ERR753370_chr5
195203	3	ERR753370_chr5
195392	3	ERR753370_chr5
224282	10	ERR753370_chr5
225826	10	ERR753370_chr5
230865	11	ERR753370_chr5
230996	11	ERR753370_chr5
254327	13	ERR753370_chr5
353936	7	ERR753370_chr5
457840	6	ERR753370_chr5
459300	8	ERR753370_chr5
464224	9	ERR753370_chr5
474989	25	ERR753370_chr5
476415	24	ERR753370_chr5
481495	15	ERR753370_chr5
482538	15	ERR753370_chr5
619218	1	ERR753370_chr5
637522	1	ERR753370_chr5
766795	8	ERR753370_chr5
795926	3	ERR753370_chr5
795949	3	ERR753370_chr5
840773	9	ERR753370_chr5
1057500	4	ERR753370_chr5
1060285	5	ERR753370_chr5
1216660	2	ERR753370_chr5
1225561	4	ERR753370_chr5
1225588	4	ERR753370_chr5
1225686	4	ERR753370_chr5
1242894	1	ERR753370_chr5
1244310	1	ERR753370_chr5
1280148	5	ERR753370_chr5
1466804	3	ERR753370_chr5
1473862	2	ERR753370_chr5
1479563	7	ERR753370_chr5
1572203	6	ERR753370_chr5
1615084	16	ERR753370_chr5
1814255	2	ERR753370_chr5
1880751	11	ERR753370_chr5
2754917	11	ERR753370_chr5
2787517	1	ERR753370_chr5
2788005	1	ERR753370_chr5
5038864	17	ERR753370_chr5
5057841	16	ERR753370_chr5
5146222	4	ERR753370_chr5
5146264	4	ERR753370_chr5
5146282	4	ERR753370_chr5
5222960	3	ERR753370_chr5
5239808	3	ERR753370_chr5
5239889	3	ERR753370_chr5
5436496	4	ERR753370_chr5
5437267	3	ERR753370_chr5
5460456	1	ERR753370_chr5
5460506	1	ERR753370_chr5
5462035	1	ERR753370_chr5
6337128	2	ERR753370_chr5
6378501	5	ERR753370_chr5
6602431	10	ERR753370_chr5
6604092	10	ERR753370_chr5
6604674	10	ERR753370_chr5
6605158	10	ERR753370_chr5
6605419	8	ERR753370_chr5
6616898	5	ERR753370_chr5
6618073	5	ERR753370_chr5
6738926	3	ERR753370_chr5
6746535	6	ERR753370_chr5
6748405	6	ERR753370_chr5
6748546	6	ERR753370_chr5
6748697	6	ERR753370_chr5
7299249	4	ERR753370_chr5
7301462	3	ERR753370_chr5
7301522	3	ERR753370_chr5
7301763	3	ERR753370_chr5
7301860	3	ERR753370_chr5
7301928	3	ERR753370_chr5
7305056	3	ERR753370_chr5
7305063	3	ERR753370_chr5
7306760	5	ERR753370_chr5
7695732	3	ERR753370_chr5
7695915	3	ERR753370_chr5
7717283	2	ERR753370_chr5
7757592	1	ERR753370_chr5
7757602	1	ERR753370_chr5
7802250	5	ERR753370_chr5
7826567	4	ERR753370_chr5
7862813	11	ERR753370_chr5
7866854	23	ERR753370_chr5
7867917	23	ERR753370_chr5
7870860	23	ERR753370_chr5
7885991	10	ERR753370_chr5
9066352	2	ERR753370_chr5
9154547	2	ERR753370_chr5
10227436	7	ERR753370_chr5
10239166	7	ERR753370_chr5
10250331	21	ERR753370_chr5
10254005	22	ERR753370_chr5
10254705	22	ERR753370_chr5
10254909	15	ERR753370_chr5
10256049	14	ERR753370_chr5
10261430	14	ERR753370_chr5
10261854	14	ERR753370_chr5
10262628	14	ERR753370_chr5
10264850	12	ERR753370_chr5
10282284	5	ERR753370_chr5
10417477	8	ERR753370_chr5
10664466	1	ERR753370_chr5
10664520	1	ERR753370_chr5
10680637	5	ERR753370_chr5
10680998	5	ERR753370_chr5
10683515	4	ERR753370_chr5
10748119	7	ERR753370_chr5
13701218	3	ERR753370_chr5
13701416	3	ERR753370_chr5
13701427	3	ERR753370_chr5
13701545	3	ERR753370_chr5
13721269	2	ERR753370_chr5
13729605	2	ERR753370_chr5
13735783	2	ERR753370_chr5
13737335	2	ERR753370_chr5
13737591	2	ERR753370_chr5
13754285	2	ERR753370_chr5
13762863	3	ERR753370_chr5
13762930	3	ERR753370_chr5
13850641	2	ERR753370_chr5
13850907	2	ERR753370_chr5
13859634	4	ERR753370_chr5
13859698	4	ERR753370_chr5
13862491	4	ERR753370_chr5
13862507	4	ERR753370_chr5
13864619	4	ERR753370_chr5
13865608	4	ERR753370_chr5
13865871	4	ERR753370_chr5
13866341	4	ERR753370_chr5
13867710	4	ERR753370_chr5
13871816	4	ERR753370_chr5
13894785	4	ERR753370_chr5
13911595	9	ERR753370_chr5
13919146	10	ERR753370_chr5
13944403	2	ERR753370_chr5
14330831	7	ERR753370_chr5
14366731	8	ERR753370_chr5
14368866	7	ERR753370_chr5
14377959	6	ERR753370_chr5
14462707	9	ERR753370_chr5
14472517	7	ERR753370_chr5
14610075	3	ERR753370_chr5
14610200	3	ERR753370_chr5
14640700	1	ERR753370_chr5
14640812	2	ERR753370_chr5
14651882	1	ERR753370_chr5
14768994	4	ERR753370_chr5
14797515	4	ERR753370_chr5
14797551	4	ERR753370_chr5
16177698	4	ERR753370_chr5
16477642	19	ERR753370_chr5
16478091	20	ERR753370_chr5
16508565	20	ERR753370_chr5
16668147	5	ERR753370_chr5
16670509	5	ERR753370_chr5
16673866	5	ERR753370_chr5
16675994	5	ERR753370_chr5
16679857	6	ERR753370_chr5
16681857	5	ERR753370_chr5
16684000	5	ERR753370_chr5
16694200	5	ERR753370_chr5
16694240	5	ERR753370_chr5
16699403	8	ERR753370_chr5
16704697	8	ERR753370_chr5
16754940	5	ERR753370_chr5
16762537	4	ERR753370_chr5
16765984	3	ERR753370_chr5
16769164	3	ERR753370_chr5
16783329	4	ERR753370_chr5
16818254	5	ERR753370_chr5
16877592	5	ERR753370_chr5
16902139	6	ERR753370_chr5
16902148	6	ERR753370_chr5
16902206	6	ERR753370_chr5
16902239	6	ERR753370_chr5
16902403	7	ERR753370_chr5
16902592	7	ERR753370_chr5
18049790	2	ERR753370_chr5
19473808	7	ERR753370_chr5
19473817	7	ERR753370_chr5
19503134	7	ERR753370_chr5
19520823	7	ERR753370_chr5
19591065	7	ERR753370_chr5
19721152	8	ERR753370_chr5
19721381	8	ERR753370_chr5
20304377	6	ERR753370_chr5
21461677	20	ERR753370_chr5
21481665	10	ERR753370_chr5
21482674	11	ERR753370_chr5
21482769	10	ERR753370_chr5
21483400	10	ERR753370_chr5
21497162	9	ERR753370_chr5
21751941	6	ERR753370_chr5
21751947	6	ERR753370_chr5
21760493	6	ERR753370_chr5
21764932	6	ERR753370_chr5
21883992	6	ERR753370_chr5
23689155	1	ERR753370_chr5
23980785	3	ERR753370_chr5
24170408	3	ERR753370_chr5
24511259	2	ERR753370_chr5
25909814	1	ERR753370_chr5
25909914	1	ERR753370_chr5
25909969	1	ERR753370_chr5
25910820	1	ERR753370_chr5
25911179	1	ERR753370_chr5
25911228	1	ERR753370_chr5
26886152	2	ERR753370_chr5
26988221	4	ERR753370_chr5
26988317	4	ERR753370_chr5
28926929	4	ERR753370_chr5
28927027	4	ERR753370_chr5
28927056	4	ERR753370_chr5
